title,DOI,abstract,ablation
['High-Order Harmonic Generation in Au Nanoparticle-Contained Plasmas'],10.3390/nano10020234,"<jats:p>Gold nanoparticles (NPs) have a wide range of applications in various fields. Here, we present high-order nonlinear optical studies of the plasmas produced from ablation of Au bulk targets and Au NP films deposited on paper and glass substrates. Experimentally, we analyze high-order harmonic generation (HHG) from gold NPs-containing plasmas. The HHG is produced by 35-fs pulses at 800 and 400 nm, while the plasmas are produced by femtosecond (35 fs, 800 nm), picosecond (200 ps, 800 nm), and nanosecond (5 ns, 1064 nm) pulses, respectively. High-order harmonics produced from ablated Au NPs on paper were 40 times stronger than the HHG from that ablated from the Au bulk targets. Through molecular dynamic simulations, we investigate the formation of gold NPs during laser ablation of a metal surface under different conditions.</jats:p>",
['Laser-synthesized oxide-passivated bright Si quantum dots for bioimaging'],10.1038/srep24732,"<jats:title>Abstract</jats:title><jats:p>Crystalline silicon (Si) nanoparticles present an extremely promising object for bioimaging based on photoluminescence (PL) in the visible and near-infrared spectral regions, but their efficient PL emission in aqueous suspension is typically observed after wet chemistry procedures leading to residual toxicity issues. Here, we introduce ultrapure laser-synthesized Si-based quantum dots (QDs), which are water-dispersible and exhibit bright exciton PL in the window of relative tissue transparency near 800 nm. Based on the laser ablation of crystalline Si targets in gaseous helium, followed by ultrasound-assisted dispersion of the deposited films in physiological saline, the proposed method avoids any toxic by-products during the synthesis. We demonstrate efficient contrast of the Si QDs in living cells by following the exciton PL. We also show that the prepared QDs do not provoke any cytoxicity effects while penetrating into the cells and efficiently accumulating near the cell membrane and in the cytoplasm. Combined with the possibility of enabling parallel therapeutic channels, ultrapure laser-synthesized Si nanostructures present unique object for cancer theranostic applications.</jats:p>",
['Bi‐Modal Nonlinear Optical Contrast from Si Nanoparticles for Cancer Theranostics'],10.1002/adom.201801728,"<jats:title>Abstract</jats:title><jats:p>Presenting a safe alternative to conventional compound quantum dots and other functional nanostructures, nanosilicon can offer a series of breakthrough hyperthermia‐based therapies under near‐infrared, radiofrequency, ultrasound, etc., excitation, but the size range to sensitize these therapies is typically too large (&gt;10 nm) to enable efficient imaging functionality based on photoluminescence properties of quantum‐confined excitonic states. Here, it is shown that large Si nanoparticles (NPs) are capable of providing two‐photon excited luminescence (TPEL) and second harmonic generation (SHG) responses, much exceeding that of smaller Si NPs, which promises their use as probes for bi‐modal nonlinear optical bioimaging. It is finally demonstrated that the combination of TPEL and SHG channels makes possible efficient tracing of both separated Si NPs and their aggregations in different cell compartments, while the resolution of such an approach is enough to obtain 3D images. The obtained bi‐modal contrast provides lacking imaging functionality for large Si NPs and promises the development of novel cancer theranostic modalities on their basis.</jats:p>",
['Laser Synthesized Core-Satellite Fe-Au Nanoparticles for Multimodal In Vivo Imaging and In Vitro Photothermal Therapy'],10.3390/pharmaceutics14050994,"<jats:p>Hybrid multimodal nanoparticles, applicable simultaneously to the noninvasive imaging and therapeutic treatment, are highly demanded for clinical use. Here, Fe-Au core-satellite nanoparticles prepared by the method of pulsed laser ablation in liquids were evaluated as dual magnetic resonance imaging (MRI) and computed tomography (CT) contrast agents and as sensitizers for laser-induced hyperthermia of cancer cells. The biocompatibility of Fe-Au nanoparticles was improved by coating with polyacrylic acid, which provided excellent colloidal stability of nanoparticles with highly negative ζ-potential in water (−38 ± 7 mV) and retained hydrodynamic size (88 ± 20 nm) in a physiological environment. The ferromagnetic iron cores offered great contrast in MRI images with r2 = 11.8 ± 0.8 mM−1 s−1 (at 1 T), while Au satellites showed X-ray attenuation in CT. The intravenous injection of nanoparticles enabled clear tumor border visualization in mice. Plasmonic peak in the Fe-Au hybrids had a tail in the near-infrared region (NIR), allowing them to cause hyperthermia under 808 nm laser exposure. Under NIR irradiation Fe-Au particles provided 24.1 °C/W heating and an IC50 value below 32 µg/mL for three different cancer cell lines. Taken together, these results show that laser synthesized Fe-Au core-satellite nanoparticles are excellent theranostic agents with multimodal imaging and photothermal capabilities.</jats:p>",
['Nanoparticles based on MIL-101 metal-organic frameworks as efficient carriers of therapeutic <sup>188</sup>Re radionuclide for nuclear medicine'],10.1088/1361-6528/ad0c74,"<jats:title>Abstract</jats:title>
               <jats:p>Nuclear medicine presents one of the most promising modalities for efficient non-invasive treatment of a variety of cancers, but the application of radionuclides in cancer therapy and diagnostics is severely limited by their nonspecific tissue accumulation and poor biocompatibility. Here, we explore the use of nanosized metal–organic frameworks (MOFs) as carriers of radionuclides to order to improve their delivery to tumour. To demonstrate the concept, we prepared polymer-coated MIL-101(Cr)-NH<jats:sub>2</jats:sub> MOFs and conjugated them with clinically utilized radionuclide <jats:sup>188</jats:sup>Re. The nanoparticles demonstrated high loading efficacy of radionuclide reaching specific activity of 49 MBq mg<jats:sup>−1</jats:sup>. Pharmacokinetics of loaded MOFs was investigated in mice bearing colon adenocarcinoma. The biological half-life of the radionuclide in blood was (20.9 ± 1.3) h, and nanoparticles enabled it to passively accumulate and retain in the tumour. The radionuclide delivery with MOFs led to a significant decrease of radioactivity uptake by the thyroid gland and stomach as compared with perrhenate salt injection, which is beneficial for reducing the side toxicity of nuclear therapy. The reported data on the functionalization and pharmacokinetics of MIL-101(Cr)-NH<jats:sub>2</jats:sub> for radionuclide delivery unveils the promising potential of these MOFs for nuclear medicine.</jats:p>",
['Detection of Listeria innocua on roll-to-roll produced SERS substrates with gold nanoparticles'],10.1039/c6ra08313g,<p>The rapid and accurate detection of food pathogens plays a critical role in the early prevention of foodborne epidemics. Combination of low cost sensing platforms and SERS detection can offer a solution for the pathogen detection.</p>,
['Leveraging Femtosecond Laser Ablation for Tunable Near-Infrared Optical Properties in MoS2-Gold Nanocomposites'],10.3390/nano14231961,"<jats:p>Transition metal dichalcogenides (TMDCs), particularly molybdenum disulfide (MoS2), have gained significant attention in the field of optoelectronics and photonics due to their unique electronic and optical properties. The integration of TMDCs with plasmonic materials allows to tailor the optical response and offers significant advantages for photonic applications. This study presents a novel approach to synthesize MoS2-Au nanocomposites utilizing femtosecond laser ablation in liquid to achieve tunable optical properties in the near-infrared (NIR) region. By adjusting ablation and fragmentation protocols, we successfully synthesize various core–shell and core–shell–satellite nanoparticle composites, such as MoS2/MoSxOy, MoSxOy/Au, and MoS2/MoSxOy/Au. UV-visible absorption spectroscopy unveils considerable changes in the optical response of the particles depending on the fabrication regime due to structural modifications. Hybrid nanoparticles exhibit enhanced photothermal properties when subjected to NIR-I laser irradiation, demonstrating potential benefits for selective photothermal therapy. Our findings underscore that the engineered nanocomposites not only facilitate green synthesis but also pave the way for tailored therapeutic applications, highlighting their role as promising candidates in the field of nanophotonics and cancer treatment.</jats:p>",
['Manipulating the Optically Active Defect–Defect Interaction of Colloidal Quantum Dots for Carbon Dioxide Photoreduction'],10.1021/acscatal.3c03884,,
['Laser-synthesized plasmonic HfN-based nanoparticles as a novel multifunctional agent for photothermal therapy'],10.1039/d4nr02311k,<jats:p>HfN nanoparticles exhibiting a tunable plasmonic feature in the near-IR were synthesized by laser ablation in liquids. A strong photothermal therapeutic effect yielding 100% cells death under 808 nm irradiation of nanoparticles was reported.</jats:p>,
['Control of Dimensional and Optical Properties of Laser-Synthesized TiN Nanoparticles for Biomedical Applications'],10.3103/s106833562460181x,,
['Study of IR Photoheating of Aqueous Solutions of Boron Nanoparticles Synthesized by Pulsed Laser Ablation for Cancer Therapy'],10.3103/s1068335622060021,,
['Nuclear nanomedicine using Si nanoparticles as safe and effective carriers of 188Re radionuclide for cancer therapy'],10.1038/s41598-018-38474-7,"<jats:title>Abstract</jats:title><jats:p>Nuclear nanomedicine, with its targeting ability and heavily loading capacity, along with its enhanced retention to avoid rapid clearance as faced with molecular radiopharmaceuticals, provides unique opportunities to treat tumors and metastasis. Despite these promises, this field has seen limited activities, primarily because of a lack of suitable nanocarriers, which are safe, excretable and have favorable pharmacokinetics to efficiently deliver and retain radionuclides in a tumor. Here, we introduce biodegradable laser-synthesized Si nanoparticles having round shape, controllable low-dispersion size, and being free of any toxic impurities, as highly suitable carriers of therapeutic <jats:sup>188</jats:sup>Re radionuclide. The conjugation of the polyethylene glycol-coated Si nanoparticles with radioactive <jats:sup>188</jats:sup>Re takes merely 1 hour, compared to its half-life of 17 hours. When intravenously administered in a Wistar rat model, the conjugates demonstrate free circulation in the blood stream to reach all organs and target tumors, which is radically in contrast with that of the <jats:sup>188</jats:sup>Re salt that mostly accumulates in the thyroid gland. We also show that the nanoparticles ensure excellent retention of <jats:sup>188</jats:sup>Re in tumor, not possible with the salt, which enables one to maximize the therapeutic effect, as well as exhibit a complete time-delayed conjugate bioelimination. Finally, our tests on rat survival demonstrate excellent therapeutic effect (72% survival compared to 0% of the control group). Combined with a series of imaging and therapeutic functionalities based on unique intrinsic properties of Si nanoparticles, the proposed biodegradable complex promises a major advancement in nuclear nanomedicine.</jats:p>",
['Comparison of pharmacokinetics and biodistribution of laser-synthesized plasmonic Au and TiN nanoparticles'],10.1088/1742-6596/2058/1/012004,"<jats:title>Abstract</jats:title><jats:p>Plasmonic nanostructures offer wide range of diagnostic and therapeutic functionalities for biomedical applications. Gold nanoparticles (Au NPs) present one of the most explored nanomaterial in this field, while titanium nitride nanoparticles (TiN NPs) is a new promising nanomaterial with superior plasmonic properties for biomedicine. However conventional chemical techniques for the synthesis of these nanomaterials cannot always match stringent requirements for toxicity levels and surface conditioning. Laser-synthesized Au and TiN NPs offer exceptional purity (no contamination by by-products or ligands) and unusual surface chemistry. Therefore, these NPs present a viable alternative to chemically synthesized counterparts. This work presents comparative analysis of pharmacokinetics and biodistribution of laser-synthesized 20 nm Au and TiN NPs under intravenous administration in mice model. Our data show that Au NPs and bare TiN NPs are rapidly eliminated from the blood circulation and accumulate preferentially in liver and spleen, while coating of TiN NPs by hydrophilic polymer polyethylene glycol (PEG) significantly prolongates blood circulation time and improves delivery of the NPs to tumor. We finally discuss potential applications of laser synthesized Au NPs in SERS, SEIRA and electrocatalysis, while TiN nanoparticles are considered as promising agents for photothermal therapy and photoacoustic imaging.</jats:p>",
['Erratum to: Study of IR Photoheating of Aqueous Solutions of Boron Nanoparticles Synthesized by Pulsed Laser Ablation for Cancer Therapy'],10.3103/s1068335623020136,,
['Dual Regioselective Targeting the Same Receptor in Nanoparticle-Mediated Combination Immuno/Chemotherapy for Enhanced Image-Guided Cancer Treatment'],10.1021/acsnano.0c03421,,
['Tailoring Photoluminescence from Si-Based Nanocrystals Prepared by Pulsed Laser Ablation in He-N2 Gas Mixtures'],10.3390/molecules25030440,"<jats:p>Using methods of pulsed laser ablation from a silicon target in helium (He)-nitrogen (N2) gas mixtures maintained at reduced pressures (0.5–5 Torr), we fabricated substrate-supported silicon (Si) nanocrystal-based films exhibiting a strong photoluminescence (PL) emission, which depended on the He/N2 ratio. We show that, in the case of ablation in pure He gas, Si nanocrystals exhibit PL bands centered in the “red - near infrared” (maximum at 760 nm) and “green” (centered at 550 nm) spectral regions, which can be attributed to quantum-confined excitonic states in small Si nanocrystals and to local electronic states in amorphous silicon suboxide (a-SiOx) coating, respectively, while the addition of N2 leads to the generation of an intense “green-yellow” PL band centered at 580 nm. The origin of the latter band is attributed to a radiative recombination in amorphous oxynitride (a-SiNxOy) coating of Si nanocrystals. PL transients of Si nanocrystals with SiOx and a-SiNxOy coatings demonstrate nonexponential decays in the micro- and submicrosecond time scales with rates depending on nitrogen content in the mixture. After milling by ultrasound and dispersing in water, Si nanocrystals can be used as efficient non-toxic markers for bioimaging, while the observed spectral tailoring effect makes possible an adjustment of the PL emission of such markers to a concrete bioimaging task.</jats:p>",
['Laser-Ablative Engineering of ZrN-Based Nanoparticles for Photothermal Therapy and SERS-Based Biological Imaging'],10.1021/acsanm.4c01970,,
['Laser‐Synthesized Germanium Nanoparticles as Biodegradable Material for Near‐Infrared Photoacoustic Imaging and Cancer Phototherapy'],10.1002/advs.202307060,"<jats:title>Abstract</jats:title><jats:p>Biodegradable nanomaterials can significantly improve the safety profile of nanomedicine. Germanium nanoparticles (Ge NPs) with a safe biodegradation pathway are developed as efficient photothermal converters for biomedical applications. Ge NPs synthesized by femtosecond‐laser ablation in liquids rapidly dissolve in physiological‐like environment through the oxidation mechanism. The biodegradation of Ge nanoparticles is preserved in tumor cells in vitro and in normal tissues in mice with a half‐life as short as 3.5 days. Biocompatibility of Ge NPs is confirmed in vivo by hematological, biochemical, and histological analyses. Strong optical absorption of Ge in the near‐infrared spectral range enables photothermal treatment of engrafted tumors in vivo, following intravenous injection of Ge NPs. The photothermal therapy results in a 3.9‐fold reduction of the EMT6/P adenocarcinoma tumor growth with significant prolongation of the mice survival. Excellent mass‐extinction of Ge NPs (7.9 L g<jats:sup>−1</jats:sup> cm<jats:sup>−1</jats:sup> at 808 nm) enables photoacoustic imaging of bones and tumors, following intravenous and intratumoral administrations of the nanomaterial. As such, strongly absorbing near‐infrared‐light biodegradable Ge nanomaterial holds promise for advanced theranostics.</jats:p>",
['The Effect of Pulse Duration on Properties of Boron Nanoparticles Produced by Laser Fragmentation of Micropowders in Liquids'],10.3103/s1068335624602784,,
['Boron Nanoparticle-Enhanced Proton Therapy: Molecular Mechanisms of Tumor Cell Sensitization'],10.3390/molecules29163936,"<jats:p>Boron-enhanced proton therapy has recently appeared as a promising approach to increase the efficiency of proton therapy on tumor cells, and this modality can further be improved by the use of boron nanoparticles (B NPs) as local sensitizers to achieve enhanced and targeted therapeutic outcomes. However, the mechanisms of tumor cell elimination under boron-enhanced proton therapy still require clarification. Here, we explore possible molecular mechanisms responsible for the enhancement of therapeutic outcomes under boron NP-enhanced proton therapy. Spherical B NPs with a mode size of 25 nm were prepared by methods of pulsed laser ablation in water, followed by their coating by polyethylene glycol to improve their colloidal stability in buffers. Then, we assessed the efficiency of B NPs as sensitizers of cancer cell killing under irradiation with a 160.5 MeV proton beam. Our experiments showed that the combined effect of B NPs and proton irradiation induces an increased level of superoxide anion radical generation, which leads to the depolarization of mitochondria, a drop in their membrane mitochondrial potential, and the development of apoptosis. A comprehensive gene expression analysis (via RT-PCR) confirmed increased overexpression of 52 genes (out of 87 studied) involved in the cell redox status and oxidative stress, compared to 12 genes in the cells irradiated without B NPs. Other possible mechanisms responsible for the B NPs-induced radiosensitizing effect, including one related to the generation of alpha particles, are discussed. The obtained results give a better insight into the processes involved in the boron-induced enhancement of proton therapy and enable one to optimize parameters of proton therapy in order to maximize therapeutic outcomes.</jats:p>",
['Direct photoacoustic measurement of silicon nanoparticle degradation promoted by a polymer coating'],10.1016/j.cej.2021.132860,,
['Radio frequency radiation-induced hyperthermia using Si nanoparticle-based sensitizers for mild cancer therapy'],10.1038/srep07034,,
['Laser-Ablative Synthesis of Silicon–Iron Composite Nanoparticles for Theranostic Applications'],10.3390/nano13152256,"<jats:p>The combination of photothermal and magnetic functionalities in one biocompatible nanoformulation forms an attractive basis for developing multifunctional agents for biomedical theranostics. Here, we report the fabrication of silicon–iron (Si-Fe) composite nanoparticles (NPs) for theranostic applications by using a method of femtosecond laser ablation in acetone from a mixed target combining silicon and iron. The NPs were then transferred to water for subsequent biological use. From structural analyses, it was shown that the formed Si-Fe NPs have a spherical shape and sizes ranging from 5 to 150 nm, with the presence of two characteristic maxima around 20 nm and 90 nm in the size distribution. They are mostly composed of silicon with the presence of a significant iron silicide content and iron oxide inclusions. Our studies also show that the NPs exhibit magnetic properties due to the presence of iron ions in their composition, which makes the formation of contrast in magnetic resonance imaging (MRI) possible, as it is verified by magnetic resonance relaxometry at the proton resonance frequency. In addition, the Si-Fe NPs are characterized by strong optical absorption in the window of relative transparency of bio-tissue (650–950 nm). Benefiting from such absorption, the Si-Fe NPs provide strong photoheating in their aqueous suspensions under continuous wave laser excitation at 808 nm. The NP-induced photoheating is described by a photothermal conversion efficiency of 33–42%, which is approximately 3.0–3.3 times larger than that for pure laser-synthesized Si NPs, and it is explained by the presence of iron silicide in the NP composition. Combining the strong photothermal effect and MRI functionality, the synthesized Si-Fe NPs promise a major advancement of modalities for cancer theranostics, including MRI-guided photothermal therapy and surgery.</jats:p>",
['Transition metal dichalcogenide nanospheres for high-refractive-index nanophotonics and biomedical theranostics'],10.1073/pnas.2208830119,"<jats:p>
            Recent developments in the area of resonant dielectric nanostructures have created attractive opportunities for concentrating and manipulating light at the nanoscale and the establishment of the new exciting field of all-dielectric nanophotonics. Transition metal dichalcogenides (TMDCs) with nanopatterned surfaces are especially promising for these tasks. Still, the fabrication of these structures requires sophisticated lithographic processes, drastically complicating application prospects. To bridge this gap and broaden the application scope of TMDC nanomaterials, we report here femtosecond laser-ablative fabrication of water-dispersed spherical TMDC (MoS
            <jats:sub>2</jats:sub>
            and WS
            <jats:sub>2</jats:sub>
            ) nanoparticles (NPs) of variable size (5 to 250 nm). Such NPs demonstrate exciting optical and electronic properties inherited from TMDC crystals, due to preserved crystalline structure, which offers a unique combination of pronounced excitonic response and high refractive index value, making possible a strong concentration of electromagnetic field in the NPs. Furthermore, such NPs offer additional tunability due to hybridization between the Mie and excitonic resonances. Such properties bring to life a number of nontrivial effects, including enhanced photoabsorption and photothermal conversion. As an illustration, we demonstrate that the NPs exhibit a very strong photothermal response, much exceeding that of conventional dielectric nanoresonators based on Si. Being in a mobile colloidal state and exhibiting superior optical properties compared to other dielectric resonant structures, the synthesized TMDC NPs offer opportunities for the development of next-generation nanophotonic and nanotheranostic platforms, including photothermal therapy and multimodal bioimaging.
          </jats:p>",
['Germanium Nanoparticles Prepared by Laser Ablation in Low Pressure Helium and Nitrogen Atmosphere for Biophotonic Applications'],10.3390/ma15155308,"<jats:p>Due to particular physico-chemical characteristics and prominent optical properties, nanostructured germanium (Ge) appears as a promising material for biomedical applications, but its use in biological systems has been limited so far due to the difficulty of preparation of Ge nanostructures in a pure, uncontaminated state. Here, we explored the fabrication of Ge nanoparticles (NPs) using methods of pulsed laser ablation in ambient gas (He or He-N2 mixtures) maintained at low residual pressures (1–5 Torr). We show that the ablated material can be deposited on a substrate (silicon wafer in our case) to form a nanostructured thin film, which can then be ground in ethanol by ultrasound to form a stable suspension of Ge NPs. It was found that these formed NPs have a wide size dispersion, with sizes between a few nm and hundreds of nm, while a subsequent centrifugation step renders possible the selection of one or another NP size fraction. Structural characterization of NPs showed that they are composed of aggregations of Ge crystals, covered by an oxide shell. Solutions of the prepared NPs exhibited largely dominating photoluminescence (PL) around 450 nm, attributed to defects in the germanium oxide shell, while a separated fraction of relatively small (5–10 nm) NPs exhibited a red-shifted PL band around 725 nm under 633 nm excitation, which could be attributed to quantum confinement effects. It was also found that the formed NPs exhibit high absorption in the visible and near-IR spectral ranges and can be strongly heated under photoexcitation in the region of relative tissue transparency, which opens access to phototherapy functionality. Combining imaging and therapy functionalities in the biological transparency window, laser-synthesized Ge NPs present a novel promising object for cancer theranostics.</jats:p>",
['Tungsten Diselenide Nanoparticles Produced via Femtosecond Ablation for SERS and Theranostics Applications'],10.3390/nano15010004,"<jats:p>Due to their high refractive index, record optical anisotropy and a set of excitonic transitions in visible range at a room temperature, transition metal dichalcogenides have gained much attention. Here, we adapted a femtosecond laser ablation for the synthesis of WSe2 nanoparticles (NPs) with diameters from 5 to 150 nm, which conserve the crystalline structure of the original bulk crystal. This method was chosen due to its inherently substrate-additive-free nature and a high output level. The obtained nanoparticles absorb light stronger than the bulk crystal thanks to the local field enhancement, and they have a much higher photothermal conversion than conventional Si nanospheres. The highly mobile colloidal state of produced NPs makes them flexible for further application-dependent manipulations, which we demonstrated by creating substrates for SERS sensors.</jats:p>",
['Lateral Flow Assay Biotesting by Utilizing Plasmonic Nanoparticles Made of Inexpensive Metals─Replacing Colloidal Gold'],10.1021/acs.nanolett.4c01022,,
['Boron Nanoparticle-Enhanced Proton Therapy for Cancer Treatment'],10.3390/nano13152167,"<jats:p>Proton therapy is one of the promising radiotherapy modalities for the treatment of deep-seated and unresectable tumors, and its efficiency can further be enhanced by using boron-containing substances. Here, we explore the use of elemental boron (B) nanoparticles (NPs) as sensitizers for proton therapy enhancement. Prepared by methods of pulsed laser ablation in water, the used B NPs had a mean size of 50 nm, while a subsequent functionalization of the NPs by polyethylene glycol improved their colloidal stability in buffers. Laser-synthesized B NPs were efficiently absorbed by MNNG/Hos human osteosarcoma cells and did not demonstrate any remarkable toxicity effects up to concentrations of 100 ppm, as followed from the results of the MTT and clonogenic assay tests. Then, we assessed the efficiency of B NPs as sensitizers of cancer cell death under irradiation by a 160.5 MeV proton beam. The irradiation of MNNG/Hos cells at a dose of 3 Gy in the presence of 80 and 100 ppm of B NPs led to a 2- and 2.7-fold decrease in the number of formed cell colonies compared to control samples irradiated in the absence of NPs. The obtained data unambiguously evidenced the effect of a strong proton therapy enhancement mediated by B NPs. We also found that the proton beam irradiation of B NPs leads to the generation of reactive oxygen species (ROS), which evidences a possible involvement of the non-nuclear mechanism of cancer cell death related to oxidative stress. Offering a series of advantages, including a passive targeting option and the possibility of additional theranostic functionalities based on the intrinsic properties of B NPs (e.g., photothermal therapy or neutron boron capture therapy), the proposed concept promises a major advancement in proton beam-based cancer treatment.</jats:p>",
['Laser-synthesized TiN-based nanoparticles as novel efficient electrostatic nanosorbent for environmental water cleaning'],10.1088/1402-4896/ad7cda,"<jats:title>Abstract</jats:title>
               <jats:p>Dyes used in industries such as textile, paper, and leather are known to be harmful to both human health and aquatic ecosystems, which makes critically important the search of effective and sustainable methods for their removal from wastewater in order to mitigate the detrimental pollution effects. Here, we show that titanium nitride nanoparticles (TiN NPs) synthesized by scalable methods of pulsed laser ablation in liquid ambient (water, acetone and acetonitrile) can serve as extremely efficient sorbents for water decontamination from dye molecules (methylene blue, crystal violet, and malachite green). Our tests show that adsorption of TiN NPs is associated with the electrostatic effect due to a strong negative charge of laser-synthesized TiN NPs and the presence of pores in the NPs. Comprehensive characterization using scanning and transmission electron microscopy, along with Raman spectroscopy, evidenced that the appearance of surface charge is related to the formation of under-stoichiometric TiN (TiN<jats:sub>1−x</jats:sub>), associated with the predominance of nitrogen vacancies. This study identifies an optimal configuration of vacancy defects that maximizes dye adsorption, with TiN NPs synthesized in water exhibiting superior performance, achieving a dye sorption capacity of 136.5 mg g<jats:sup>−1</jats:sup> at room temperature for methylene blue, which corresponds to best earlier reported values for nanomaterials. This study not only extends the utility of TiN NPs to environmental remediation but also highlights the critical influence of synthesis conditions on their functional properties, offering a pathway towards the design of more effective materials for pollution control.</jats:p>",
['Bismuth Nanoparticles Increase Effectiveness of Proton Therapy of Ehrlich Carcinoma'],10.1007/s10517-024-06081-4,,
['Laser-Synthesized Elemental Boron Nanoparticles for Efficient Boron Neutron Capture Therapy'],10.3390/ijms242317088,"<jats:p>Boron neutron capture therapy (BNCT) is one of the most appealing radiotherapy modalities, whose localization can be further improved by the employment of boron-containing nanoformulations, but the fabrication of biologically friendly, water-dispersible nanoparticles (NPs) with high boron content and favorable physicochemical characteristics still presents a great challenge. Here, we explore the use of elemental boron (B) NPs (BNPs) fabricated using the methods of pulsed laser ablation in liquids as sensitizers of BNCT. Depending on the conditions of laser-ablative synthesis, the used NPs were amorphous (a-BNPs) or partially crystallized (pc-BNPs) with a mean size of 20 nm or 50 nm, respectively. Both types of BNPs were functionalized with polyethylene glycol polymer to improve colloidal stability and biocompatibility. The NPs did not initiate any toxicity effects up to concentrations of 500 µg/mL, based on the results of MTT and clonogenic assay tests. The cells with BNPs incubated at a 10B concentration of 40 µg/mL were then irradiated with a thermal neutron beam for 30 min. We found that the presence of BNPs led to a radical enhancement in cancer cell death, namely a drop in colony forming capacity of SW-620 cells down to 12.6% and 1.6% for a-BNPs and pc-BNPs, respectively, while the relevant colony-forming capacity for U87 cells dropped down to 17%. The effect of cell irradiation by neutron beam uniquely was negligible under these conditions. Finally, to estimate the dose and regimes of irradiation for future BNCT in vivo tests, we studied the biodistribution of boron under intratumoral administration of BNPs in immunodeficient SCID mice and recorded excellent retention of boron in tumors. The obtained data unambiguously evidenced the effect of a neutron therapy enhancement, which can be attributed to efficient BNP-mediated generation of α-particles.</jats:p>",
['Correction: Tunable optical properties of transition metal dichalcogenide nanoparticles synthesized by femtosecond laser ablation and fragmentation'],10.1039/d3tc90084c,"<jats:p>Correction for ‘Tunable optical properties of transition metal dichalcogenide nanoparticles synthesized by femtosecond laser ablation and fragmentation’ by Anton S. Chernikov <jats:italic>et al.</jats:italic>, <jats:italic>J. Mater. Chem. C</jats:italic>, 2023, <jats:bold>11</jats:bold>, 3493–3503, https://doi.org/10.1039/D2TC05235K.</jats:p>",
['Tunable optical properties of transition metal dichalcogenide nanoparticles synthesized by femtosecond laser ablation and fragmentation'],10.1039/d2tc05235k,<jats:p>Control of the chemical composition and optical properties of molybdenum disulfide nanoparticles by laser ablation and fragmentation is demonstrated.</jats:p>,
['Binary proton therapy of Ehrlich carcinoma using targeted gold nanoparticles'],10.31857/s2686738924030104,<jats:p>Proton therapy can treat tumors located in radiation-sensitive tissues. This article demonstrates the possibility of enhancing the proton therapy with targeted gold nanoparticles that selectively recognize tumor cells. Au-PEG nanoparticles at concentrations above 25 mg/L and 4 Gy proton dose caused complete death of EMT6/P cells in vitro. Binary proton therapy using targeted Au-PEG-FA nanoparticles caused an 80% tumor growth inhibition effect in vivo. The use of targeted gold nanoparticles is promising for enhancing the proton irradiation effect on tumor cells and requires further research to increase the therapeutic index of the approach.</jats:p>,
['Binary Proton Therapy of Ehrlich Carcinoma Using Targeted Gold Nanoparticles'],10.1134/s1607672924700819,,
['Bismuth nanoparticles-enhanced proton therapy: Concept and biological assessment'],10.1016/j.mtnano.2024.100508,,
['Cytotoxicity of laser-synthesized nanoparticles of elemental bismuth'],10.47056/0365-9615-2023-176-10-505-509,,
['Bismuth nanoparticles increase effectiveness of Ehrlich carcinoma proton therapy'],10.47056/0365-9615-2023-176-11-647-652,,
